transcriptID;"concat(""<a href=http://www.ncbi.nlm.nih.gov/pubmed/"",pubmedID,"">"",pubmedID,""</a>"")";Author;Title;Year
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1423611>1423611</a>";Brown;"The human XIST gene: analysis of a 17 kb inactive X-specific RNA that contains conserved repeats and is highly localized within the nucleus.";1992
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16912274>16912274</a>";Chaumeil;"A novel role for Xist RNA in the formation of a repressive nuclear compartment into which genes are recruited when silenced.";2006
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19802707>19802707</a>";Deakin;"Unravelling the evolutionary origins of X chromosome inactivation in mammals: insights from marsupials and monotremes.";2009
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17512404>17512404</a>";Zhang;"Perinucleolar targeting of the inactive X during S phase: evidence for a role in the maintenance of silencing.";2007
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18535243>18535243</a>";Ogawa;"Intersection of the RNA interference and X-inactivation pathways.";2008
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18974356>18974356</a>";Zhao;"Polycomb proteins targeted by a short repeat RNA to the mouse X chromosome.";2008
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16943439>16943439</a>";Christov;"Functional requirement of noncoding Y RNAs for human chromosomal DNA replication.";2006
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18283318>18283318</a>";Christov;"Noncoding human Y RNAs are overexpressed in tumours and required for cell proliferation.";2008
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19474146>19474146</a>";Gardiner;"A conserved motif of vertebrate Y RNAs essential for chromosomal DNA replication.";2009
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19657016>19657016</a>";Krude;"Y RNA functions at the initiation step of mammalian chromosomal DNA replication.";2009
123;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19116308>19116308</a>";Sim;"The subcellular distribution of an RNA quality control protein, the Ro autoantigen, is regulated by noncoding Y RNA binding.";2009
124;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18347095>18347095</a>";Beltran;"A natural antisense transcript regulates Zeb2/Sip1 gene expression during Snail1-induced epithelial-mesenchymal transition.";2008
125;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16257534>16257534</a>";Komine;"Novel transcription factor zfh-5 is negatively regulated by its own antisense RNA in mouse brain.";2006
77;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10802648>10802648</a>";Lyle;"The imprinted antisense RNA at the Igf2r locus overlaps but does not imprint Mas1.";2000
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17786216>17786216</a>";Matouk;"The H19 non-coding RNA is essential for human tumor growth.";2007
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19762426>19762426</a>";Gabory;"H19 acts as a trans regulator of the imprinted gene network controlling growth in mice.";2009
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18719115>18719115</a>";Yoshimizu;"The H19 locus acts in vivo as a tumor suppressor.";2008
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18587395>18587395</a>";Smits;"Conservation of the H19 noncoding RNA and H19-IGF2 imprinting mechanism in therians.";2008
131;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17948025>17948025</a>";Schoenfelder;"Non-coding transcripts in the H19 imprinting control region mediate gene silencing in transgenic Drosophila.";2007
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17948025>17948025</a>";Schoenfelder;"Non-coding transcripts in the H19 imprinting control region mediate gene silencing in transgenic Drosophila.";2007
136;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12088150>12088150</a>";Sawata;"Identification and punctate nuclear localization of a novel noncoding RNA, Ks-1, from the honeybee brain.";2002
137;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15208441>15208441</a>";Sawata;"Identification and analysis of the minimal promoter activity of a novel noncoding nuclear RNA gene, AncR-1, from the honeybee (Apis mellifera L.).";2004
136;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15208441>15208441</a>";Sawata;"Identification and analysis of the minimal promoter activity of a novel noncoding nuclear RNA gene, AncR-1, from the honeybee (Apis mellifera L.).";2004
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11481034>11481034</a>";Hatada;"Identification of a new imprinted gene, Rian, on mouse chromosome 12 by fluorescent differential display screening.";2001
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12045206>12045206</a>";Cavaillé;"Identification of tandemly-repeated C/D snoRNA genes at the imprinted human 14q32 domain reminiscent of those at the Prader-Willi/Angelman syndrome region.";2002
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17507654>17507654</a>";Royo;"Bsr, a nuclear-retained RNA with monoallelic expression.";2007
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19194500>19194500</a>";Hagan;"At least ten genes define the imprinted Dlk1-Dio3 cluster on mouse chromosome 12qF1.";2009
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19194500>19194500</a>";Hagan;"At least ten genes define the imprinted Dlk1-Dio3 cluster on mouse chromosome 12qF1.";2009
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10095072>10095072</a>";Komine;"A novel type of non-coding RNA expressed in the rat brain.";1999
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11346658>11346658</a>";Cavaillé;"A novel brain-specific box C/D small nucleolar RNA processed from tandemly repeated introns of a noncoding RNA gene in rats.";2001
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17507654>17507654</a>";Royo;"Bsr, a nuclear-retained RNA with monoallelic expression.";2007
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12045206>12045206</a>";Cavaillé;"Identification of tandemly-repeated C/D snoRNA genes at the imprinted human 14q32 domain reminiscent of those at the Prader-Willi/Angelman syndrome region.";2002
139;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11481034>11481034</a>";Hatada;"Identification of a new imprinted gene, Rian, on mouse chromosome 12 by fluorescent differential display screening.";2001
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17478681>17478681</a>";McPherson;"A common allele on chromosome 9 associated with coronary heart disease.";2007
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18048406>18048406</a>";Broadbent;"Susceptibility to coronary artery disease and diabetes is encoded by distinct, tightly linked SNPs in the ANRIL locus on chromosome 9p.";2008
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20173736>20173736</a>";Visel;"Targeted deletion of the 9p21 non-coding coronary artery disease risk interval in mice.";2010
79;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20541999>20541999</a>";Yap;"Molecular interplay of the noncoding RNA ANRIL and methylated histone H3 lysine 27 by polycomb CBX7 in transcriptional silencing of INK4a.";2010
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12244299>12244299</a>";Kuglstatter;"Induced structural changes of 7SL RNA during the assembly of human signal recognition particle.";2002
140;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6196367>6196367</a>";Walter;"Subcellular distribution of signal recognition particle and 7SL-RNA determined with polypeptide-specific antibodies and complementary DNA probe.";1983
142;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9334315>9334315</a>";Ashe;"Intergenic transcription and transinduction of the human beta-globin locus.";1997
142;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10882078>10882078</a>";Gribnau;"Intergenic transcription and developmental remodeling of chromatin subdomains in the human beta-globin locus.";2000
142;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16227618>16227618</a>";Haussecker;"Dicer-dependent turnover of intergenic transcripts from the human beta-globin gene cluster.";2005
142;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17283048>17283048</a>";Kim;"Beta-globin intergenic transcription and histone acetylation dependent on an enhancer.";2007
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19805375>19805375</a>";Wang;"Regulation of proto-oncogene transcription, cell proliferation, and tumorigenesis in mice by PSF protein and a VL30 noncoding RNA.";2009
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/14651920>14651920</a>";Easterday;"Neural progenitor genes. Germinal zone expression and analysis of genetic overlap in stem cell populations.";2003
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11959915>11959915</a>";Song;"Retroviral-mediated transmission of a mouse VL30 RNA to human melanoma cells promotes metastasis in an immunodeficient mouse model.";2002
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16079199>16079199</a>";Song;"Roles of PSF protein and VL30 RNA in reversible gene regulation.";2005
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2552295>2552295</a>";Harrigan;"Isolation and characterization of glucocorticoid- and cyclic AMP-induced genes in T lymphocytes.";1989
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6287016>6287016</a>";Keshet;"Patterns of genomic distribution and sequence heterogeneity of a murine ""retrovirus-like"" multigene family.";1982
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/2403633>2403633</a>";Owen;"ras oncogene activation of a VL30 transcriptional element is linked to transformation.";1990
143;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19625619>19625619</a>";Li;"Role of human noncoding RNAs in the control of tumorigenesis.";2009
122;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20052282>20052282</a>";Maenner;"2-D structure of the A region of Xist RNA and its implication for PRC2 association.";2010
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15183307>15183307</a>";Kohtz;"Developmental regulation of EVF-1, a novel non-coding RNA transcribed upstream of the mouse Dlx6 gene.";2004
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18697905>18697905</a>";Jeong;"Dlx genes pattern mammalian jaw primordium by regulating both lower jaw-specific and upper jaw-specific genetic programs.";2008
90;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19620975>19620975</a>";Bond;"Balanced gene regulation by an embryonic brain ncRNA is critical for adult hippocampal GABA circuitry.";2009
144;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20211147>20211147</a>";Hashimoto;"A liver X receptor (LXR)-beta alternative splicing variant (LXRBSV) is preferentially expressed in the pituitary.";2010
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20444925>20444925</a>";Chillambhi;"Deletion of the Noncoding GNAS Antisense Transcript Causes Pseudohypoparathyroidism Type Ib and Biparental Defects of GNAS Methylation in cis.";2010
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11056047>11056047</a>";Li;"Tissue-specific expression of antisense and sense transcripts at the imprinted Gnas locus.";2000
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11889554>11889554</a>";Williamson;"Alternative non-coding splice variants of Nespas, an imprinted gene antisense to Nesp in the Gnas imprinting cluster.";2002
145;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/	10716699>	10716699</a>";Wroe;"An imprinted transcript, antisense to Nesp, adds complexity to the cluster of imprinted genes at the mouse Gnas locus.";2000
146;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19559772>19559772</a>";Rintala-Maki;"Identification and characterisation of a novel antisense non-coding RNA from the RBM5 gene locus.";2009
147;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19880500>19880500</a>";Li;"A noncoding antisense RNA in tie-1 locus regulates tie-1 function in vivo.";2010
148;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11390985>11390985</a>";Blin-Wakkach;"Endogenous Msx1 antisense transcript: in vivo and in vitro evidences, structure, and potential involvement in skeleton development in mammals.";2001
111;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20377629>20377629</a>";Szegedi;"The anti-apoptotic protein G1P3 is overexpressed in psoriasis and regulated by the non-coding RNA, PRINS.";2010
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20418860>20418860</a>";Stadtfeld;"Aberrant silencing of imprinted genes on chromosome 12qF1 in mouse induced pluripotent stem cells.";2010
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19264764>19264764</a>";Takahashi;"Deletion of Gtl2, imprinted non-coding RNA, with its differentially methylated region induces lethal parent-origin-dependent defects in mice.";2009
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20418860>20418860</a>";Stadtfeld;"Aberrant silencing of imprinted genes on chromosome 12qF1 in mouse induced pluripotent stem cells.";2010
138;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11337479>11337479</a>";Charlier;"Human-ovine comparative sequencing of a 250-kb imprinted domain encompassing the callipyge (clpg) locus and identification of six imprinted transcripts: DLK1, DAT, GTL2, PEG11, antiPEG11, and MEG8.";2001
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16421561>16421561</a>";Schratt;"A brain-specific microRNA regulates dendritic spine development.";2006
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19194500>19194500</a>";Hagan;"At least ten genes define the imprinted Dlk1-Dio3 cluster on mouse chromosome 12qF1.";2009
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16309881>16309881</a>";Tierling;"High-resolution map and imprinting analysis of the Gtl2-Dnchc1 domain on mouse chromosome 12.";2006
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12796779>12796779</a>";Seitz;"Imprinted microRNA genes transcribed antisense to a reciprocally imprinted retrotransposon-like gene.";2003
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15310658>15310658</a>";Seitz;"A large imprinted microRNA gene cluster at the mouse Dlk1-Gtl2 domain.";2004
149;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20418860>20418860</a>";Stadtfeld;"Aberrant silencing of imprinted genes on chromosome 12qF1 in mouse induced pluripotent stem cells.";2010
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11337479>11337479</a>";Charlier;"Human-ovine comparative sequencing of a 250-kb imprinted domain encompassing the callipyge (clpg) locus and identification of six imprinted transcripts: DLK1, DAT, GTL2, PEG11, antiPEG11, and MEG8.";2001
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12796779>12796779</a>";Seitz;"Imprinted microRNA genes transcribed antisense to a reciprocally imprinted retrotransposon-like gene.";2003
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15854907>15854907</a>";Davis;"RNAi-mediated allelic trans-interaction at the imprinted Rtl1/Peg11 locus.";2005
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18532878>18532878</a>";Edwards;"The evolution of the DLK1-DIO3 imprinted domain in mammals.";2008
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19194500>19194500</a>";Hagan;"At least ten genes define the imprinted Dlk1-Dio3 cluster on mouse chromosome 12qF1.";2009
150;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20072617>20072617</a>";Byrne;"The imprinted retrotransposon-like gene PEG11 (RTL1) is expressed as a full-length protein in skeletal muscle from Callipyge sheep.";2010
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1709450>1709450</a>";Bartolomei;"Parental imprinting of the mouse H19 gene.";1991
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/6206499>6206499</a>";Pachnis;"Locus unlinked to alpha-fetoprotein under the control of the murine raf and Rif genes.";1984
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20486133>20486133</a>";Gabory;"The H19 locus: role of an imprinted non-coding RNA in growth and development.";2010
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1811930>1811930</a>";Poirier;"The murine H19 gene is activated during embryonic stem cell differentiation in vitro and at the time of implantation in the developing embryo.";1991
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1688465>1688465</a>";Brannan;"The product of the H19 gene may function as an RNA.";1990
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17237358>17237358</a>";Cai;"The imprinted H19 noncoding RNA is a primary microRNA precursor.";2007
146;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10949932>10949932</a>";Sutherland;"LUCA-15-encoded sequence variants regulate CD95-mediated apoptosis.";2000
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20573698>20573698</a>";Mohammad;"Kcnq1ot1 noncoding RNA mediates transcriptional gene silencing by interacting with Dnmt1.";2010
151;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/20581224>20581224</a>";Castelnuovo;"An Alu-like RNA promotes cell differentiation and reduces malignancy of human neuroblastoma cells.";2010
151;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16000168>16000168</a>";"De Preter";"Positional and functional mapping of a neuroblastoma differentiation gene on chromosome 11.";2005
151;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17274687>17274687</a>";Pagano;"New small nuclear RNA gene-like transcriptional units as sources of regulatory transcripts.";2007
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15302134>15302134</a>";Lewejohann;"Role of a neuronal small non-messenger RNA: behavioural alterations in BC1 RNA-deleted mice.";2004
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12451124>12451124</a>";Wang;"Dendritic BC1 RNA: functional role in regulation of translation initiation.";2002
82;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16330711>16330711</a>";Wang;"Dendritic BC1 RNA in translational control mechanisms.";2005
152;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12851393>12851393</a>";Haddad;"Role of antisense RNA in coordinating cardiac myosin heavy chain gene switching.";2003
152;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17982008>17982008</a>";Haddad;"Intergenic transcription and developmental regulation of cardiac myosin heavy chain genes.";2008
152;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17030512>17030512</a>";Pandorf;"Dynamics of myosin heavy chain gene regulation in slow skeletal muscle: role of natural antisense RNA.";2006
152;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9632112>9632112</a>";Luther;"Characterization of naturally occurring myosin heavy chain antisense mRNA in rat heart.";1998
153;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18794369>18794369</a>";Berteaux;"A novel H19 antisense RNA overexpressed in breast cancer contributes to paternal IGF2 expression.";2008
131;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/18794369>18794369</a>";Berteaux;"A novel H19 antisense RNA overexpressed in breast cancer contributes to paternal IGF2 expression.";2008
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10393948>10393948</a>";Smilinich;"A maternally methylated CpG island in KvLQT1 is associated with an antisense paternal transcript and loss of imprinting in Beckwith-Wiedemann syndrome.";1999
131;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11874916>11874916</a>";Drewell;"Novel conserved elements upstream of the H19 gene are transcribed and act as mesodermal enhancers.";2002
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15516932>15516932</a>";Umlauf;"Imprinting along the Kcnq1 domain on mouse chromosome 7 involves repressive histone methylation and recruitment of Polycomb group complexes.";2004
154;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11874916>11874916</a>";Drewell;"Novel conserved elements upstream of the H19 gene are transcribed and act as mesodermal enhancers.";2002
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17242189>17242189</a>";Fitzpatrick;"Allele-specific binding of CTCF to the multipartite imprinting control region KvDMR1.";2007
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10369866>10369866</a>";Mitsuya;"LIT1, an imprinted antisense RNA in the human KvLQT1 locus identified by screening for differentially expressed transcripts using monochromosomal hybrids.";1999
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11813134>11813134</a>";DeBaun;"Epigenetic alterations of H19 and LIT1 distinguish patients with Beckwith-Wiedemann syndrome with cancer and birth defects.";2002
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16702402>16702402</a>";Mancini-Dinardo;"Elongation of the Kcnq1ot1 transcript is required for genomic imprinting of neighboring genes.";2006
101;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16575194>16575194</a>";Higashimoto;"Imprinting disruption of the CDKN1C/KCNQ1OT1 domain: the molecular mechanisms causing Beckwith-Wiedemann syndrome and cancer.";2006
153;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11874916>11874916</a>";Drewell;"Novel conserved elements upstream of the H19 gene are transcribed and act as mesodermal enhancers.";2002
153;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17948025>17948025</a>";Schoenfelder;"Non-coding transcripts in the H19 imprinting control region mediate gene silencing in transgenic Drosophila.";2007
104;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11683710>11683710</a>";Bidwell;"Differential expression of the GTL2 gene within the callipyge region of ovine chromosome 18.";2001
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9203585>9203585</a>";Ripoche;"Deletion of the H19 transcription unit reveals the existence of a putative imprinting control element.";1997
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/7692308>7692308</a>";Hao;"Tumour-suppressor activity of H19 RNA.";1993
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16707459>16707459</a>";Barsyte-Lovejoy;"The c-Myc oncogene directly induces the H19 noncoding RNA by allele-specific binding to potentiate tumorigenesis.";2006
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9811352>9811352</a>";Adriaenssens;"H19 overexpression in breast adenocarcinoma stromal cells is associated with tumor values and steroid receptor status but independent of p53 and Ki-67 expression.";1998
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9294195>9294195</a>";Forné;"Loss of the maternal H19 gene induces changes in Igf2 methylation in both cis and trans.";1997
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10875929>10875929</a>";Runge;"H19 RNA binds four molecules of insulin-like growth factor II mRNA-binding protein.";2000
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15121863>15121863</a>";Hansen;"Dwarfism and impaired gut development in insulin-like growth factor II mRNA-binding protein 1-deficient mice.";2004
96;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15753088>15753088</a>";Liao;"The RNA-binding protein IMP-3 is a translational activator of insulin-like growth factor II leader-3 mRNA during proliferation of human K562 leukemia cells.";2005
155;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/8559254>8559254</a>";Tycowski;"A mammalian gene with introns instead of exons generating stable RNA products.";1996
92;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9819378>9819378</a>";Smith;"Classification of gas5 as a multi-small-nucleolar-RNA (snoRNA) host gene and a member of the 5'-terminal oligopyrimidine gene family reveals common features of snoRNA host genes.";1998
92;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/1630459>1630459</a>";Coccia;"Regulation and expression of a growth arrest-specific gene (gas5) during growth, differentiation, and development.";1992
92;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/3409319>3409319</a>";Schneider;"Genes specifically expressed at growth arrest of mammalian cells.";1988
156;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19733073>19733073</a>";Heinen;"Emergence of a new gene from an intergenic region.";2009
157;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12019237>12019237</a>";Hardiman;"The bereft gene, a potential target of the neural selector gene cut, contributes to bristle morphogenesis.";2002
142;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17704132>17704132</a>";Zhu;"A facilitated tracking and transcription mechanism of long-range enhancer function.";2007
124;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/13679026>13679026</a>";Nelles;"Organization of the mouse Zfhx1b gene encoding the two-handed zinc finger repressor Smad-interacting protein-1.";2003
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17643101>17643101</a>";Franco-Zorrilla;"Target mimicry provides a new mechanism for regulation of microRNA activity.";2007
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9106510>9106510</a>";Liu;"Differential expression of TPS11, a phosphate starvation-induced gene in tomato.";1997
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9207836>9207836</a>";Burleigh;"A novel gene whose expression in Medicago truncatula roots is suppressed in response to colonization by vesicular-arbuscular mycorrhizal (VAM) fungi and to phosphate nutrition.";1997
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9880366>9880366</a>";Burleigh;"The down-regulation of Mt4-like genes by phosphate fertilization occurs systemically and involves phosphate translocation to the shoots.";1999
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11123795>11123795</a>";Martín;"Influence of cytokinins on the expression of phosphate starvation responsive genes in Arabidopsis.";2000
158;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16460506>16460506</a>";Shin;"Loss of At4 function impacts phosphate distribution between the roots and the shoots during phosphate starvation.";2006
155;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9671460>9671460</a>";Pelczar;"The host gene for intronic U17 small nucleolar RNAs in mammals has no protein-coding potential and is a member of the 5'-terminal oligopyrimidine gene family.";1998
159;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9671460>9671460</a>";Pelczar;"The host gene for intronic U17 small nucleolar RNAs in mammals has no protein-coding potential and is a member of the 5'-terminal oligopyrimidine gene family.";1998
160;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/10792466>10792466</a>";Tanaka;"Intronic U50 small-nucleolar-RNA (snoRNA) host gene of no protein-coding potential is mapped at the chromosome breakpoint t(3;6)(q27;q15) of human B-cell lymphoma.";2000
161;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/16226852>16226852</a>";Makarova;"Noncoding RNA of U87 host gene is associated with ribosomes and is relatively resistant to nonsense-mediated decay.";2005
162;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9630250>9630250</a>";Bortolin;"Human U19 intron-encoded snoRNA is processed from a long primary transcript that possesses little potential for protein coding.";1998
163;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19160491>19160491</a>";Candeias;"P53 mRNA controls p53 activity by managing Mdm2 functions.";2008
144;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19878653>19878653</a>";Hashimoto;"A liver X receptor (LXR)-beta alternative splicing variant (LXRBSV) acts as an RNA co-activator of LXR-beta.";2009
164;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9027504>9027504</a>";Liu;"The human NTT gene: identification of a novel 17-kb noncoding nuclear RNA expressed in activated CD4+ T cells.";1997
165;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/15454174>15454174</a>";Geirsson;"Inhibition of alloresponse by a human trophoblast non-coding RNA suppressing class II transactivator promoter III and major histocompatibility class II expression in murine B-lymphocytes.";2004
165;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/12565840>12565840</a>";Geirsson;"Human trophoblast noncoding RNA suppresses CIITA promoter III activity in murine B-lymphocytes.";2003
165;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/9858482>9858482</a>";Peyman;"Repression of major histocompatibility complex genes by a human trophoblast ribonucleic acid.";1999
160;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17468437>17468437</a>";Tanaka-Fujita;"Human and mouse protein-noncoding snoRNA host genes with dissimilar nucleotide sequences show chromosomal synteny.";2007
155;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17468437>17468437</a>";Tanaka-Fujita;"Human and mouse protein-noncoding snoRNA host genes with dissimilar nucleotide sequences show chromosomal synteny.";2007
92;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/17468437>17468437</a>";Tanaka-Fujita;"Human and mouse protein-noncoding snoRNA host genes with dissimilar nucleotide sequences show chromosomal synteny.";2007
92;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/19232134>19232134</a>";Shao;"Genome-wide analysis of chicken snoRNAs provides unique implications for the evolution of vertebrate snoRNAs.";2009
166;"<a href=http://www.ncbi.nlm.nih.gov/pubmed/11302516>11302516</a>";Tycowski;"Non-coding snoRNA host genes in Drosophila: expression strategies for modification guide snoRNAs.";2001
