TranscriptID;section;description;order
104;Conservation;"Mammals.

Both the human and mouse gene have ten exons with the middle exons being those which are alternatively spliced in both species (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20032057"">Zhang (2010)</a>).";6
104;Misc;"Contains a microRNA: miRNA 770 in the last intron, (although it appears that this intron is sometimes retained) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19194500"">Hagan (2009)</a>).

A number of probes for Meg3 exist in NRED due to the large number of isoforms, accession IDs given are for probes that are common to most isoforms.";7
104;Localisation;"Localisation was generally nuclear, but some cells showed localisation to the cytoplasm or to both compartments (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9626496"">Schuster-Gossler (1998)</a>). In the nucleus Meg3 has been found associated with chromatin (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20404130"">Mondal (2010)</a>).";3
104;Regulation;"Expression of Meg3 is stimulated by cyclic-AMP (cAMP). cAMP stimulates CREB transcription factor(s) to bind a cyclic-AMP-response element (CRE) in the proximal promoter which is important for Meg3 expression. Methylation of this promoter region blocks cAMP action (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16793321"">Zhao (2006)</a>).
";4
105;Characteristics;"Two isoforms: ~3.7 (NEAT1 v1/ MEN epsilon) and ~23 kb (NEAT1 v2/ MEN beta) transcribed from the MEN1 locus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9253601"">Guru (1997)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16760401"">Saha (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>).

Intergenic, single exon transcript. One transcriptional start site, long isoform is a continuation of the short isoform (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>).";2
105;Expression;"Expressed in a wide range of human and mouse tissues (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/9858482"">Peyman (1999)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16760401"">Saha (2006)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>). Although expression of the long isoform (Neat1 v2/ Men beta) is much lower than Neat1 v1/ Men epsilon in many tissues (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21444682"">Nakagawa (2011)</a>).

Up-regulation of Neat1 (and subsequent formation of/increase in paraspeckles) may be a general feature of differentiation. Neat1 is up-regulated upon human ESC differentiation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19716791"">Chen (2009)</a>), muscle differentiation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>) and in-vitro neuronal differentiation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20137068"">Mercer (2010)</a>).

Up-regulated upon infection of mice with Japanese encephalitis virus or Rabies virus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16760401"">Saha (2006)</a>).

Expressed in the nucleus accumbens of normal human brains and upregulated in this brain region in heroin abusers (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21128942"">Michelhaugh (2010)</a>). In addition, expression levels are elevated in the caudate nucleus of patients suffering from the neurodegenerative condition, Huntington's disease (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22202438"">Johnson (2012)</a>).

Localised to paraspeckles within the nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>).

Mouse Neat1 found to be highly unstable (half-life <2 hr) in N2A (neuroblastoma) and 3T3 cells, although low stability did not prevent paraspeckle formation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>), while human NEAT1 appears to be more stable (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19188602"">Sasaki (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>). The two Neat1 isoforms also have differing stability, with the long (v2/Men beta) isoform more stable than than the shorter (v1/Men epsilon) isoform in N2A and 3T3 cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).";3
105;Function;"Transcription of Neat1 is essential for the assembly, maintenance and structural integrity of paraspeckles (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19217333"">Clemson (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19188602"">Sasaki (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21170033"">Mao (2011)</a>).

Newly transcribed Neat1 RNA nucleates the formation of paraspeckles at its transcription site, recruiting paraspeckle proteins. Continued expression is required to maintain paraspeckles, identifying the dynamic nature of this nuclear body (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21170033"">Mao (2011)</a>).
Literature currently provides conflicting evidence about whether Neat1 v1 is sufficient for the formation of paraspeckles, or if this requires full length Neat1 v2 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19188602"">Sasaki (2009)</a>, (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21240286"">Shevtsov (2011)</a>). In vivo however, significant expression of Neat1 v2 appears to be required for cells to form more than 1 or 2 paraspeckles (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21444682"">Nakagawa (2011)</a>).

Neat1 appears to constrain the size and mediate the cylindrical geometry of paraspeckles. Neat1 short and the identical 5' end of Neat1 long plus the 3' of Neat1 long all localise to the periphery of paraspeckles, while the central region of Neat1 long is found in the interior of the nuclear body (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20881053"">Souquere (2010)</a>).

Interacts with paraspeckles proteins PSPC1, PSF/SFPQ and NONO/P54NRB either directly or in a complex (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19217333"">Clemson (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19188602"">Sasaki (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>).

Interaction of short isoform with p54 requires protein interaction regions near the 5' and 3' of the transcript (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20211624"">Murthy (2010)</a>).

Neat1 knockout lead to loss of paraspeckles, however mice were viable and fertile with normal morphology and populations of differentiated cells in one Neat1 v1 and v2 expressing tissue tested (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21444682"">Nakagawa (2011)</a>).

Neat1 has also been reported to interact with a number of chromatin binding protein/complexes in mouse embryonic stem cells including PRC1, PRC2,	JARID1B, ESET	and SUV39H1, with the general pattern being interaction with repressors of gene expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21874018"">Guttman (2011)</a>)";4
105;Conservation;"Placental mammals. Dog Neat1 is found in several genomic locations, version that is found near single dog Malat1 gene is given below (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17270048"">Hutchinson (2007)</a>). ";5
105;Misc;"A conserved tRNA like sequence at the 3' end is cleaved off and processed to generate a short tRNA-like ncRNA from the long (Men beta) transcript, similar to Malat1 (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19106332"">Sunwoo (2009)</a>).

The last ~500bp of the short (Men epsilon) isoform has been shown to be expressed in trophoblast cells with a function potentially independent from the Neat1 transcript. This transcript, TncRNA has its own entry.";6
105;Name;"Neat1: Nuclear enriched abundant transcript 1. Short isoform - Neat1 v1. Long isoform - Neat1 v2

Multiple endocrine neoplasia 1 (MEN1). Short isoform - MEN epsilon. Long isoform - MEN beta. 

VINC:  Virus-inducible ncRNA";1
106;Characteristics;"~400 bp. RNA polymerase II transcript. Found several kb upstream of the human protease-activated receptor-1 (PAR-1) gene.

Mostly made up of repeat sequences including an Alu element.";1
106;Expression;"Expressed during embryonic development.

Presence of the ncR-uPAR promoter sequence drives expression of a transgene during embryonic vascular development at E9, which recapitulates PAR-1 expression at E9 quite well. At E16 expression was seen in brain and in arteries but not veins.";2
106;Function;"ncR-uPAR can act in-trans to stimulate PAR-1 expression.

ncR-uPAR binds nuclear proteins in-vivo, which could provide a mechanism for it to positively regulate the PAR-1 promoter during embryogenesis.";3
106;Misc;"Refseq ncR-uPAR appears to be the ncR-uPAR promoter and the lncRNA sequence. UCSC genomic co-ordinates are to this Refseq annotation, while the sequence provided is from the identified transcriptional start site to the end of the polyadenylation sites (exact 3' terminus is unknown).";5
106;Name;"ncR-uPAR: non-protein coding RNA, upstream of F2R/PAR1";0
107;Characteristics;"4.3 kb. Spliced, antisense to Nkx2.2 (upstream sense of Pax1).";1
107;Expression;"Preferentially expressed in the nervous system.";2
107;Function;"Over-expression of the ncRNA enhances oligodendrocytic differentiation.";3
107;Conservation;N/A;4
107;Misc;N/A;5
108;Characteristics;"noncoding repressor of NFAT (NRON)

~2.7 kb. Composed of three exons, which can be alternatively spliced to yield transcripts ranging in size from 0.8 to 3.7 kb.";1
108;Expression;"Expressed in relatively low levels. Present in mouse embryos and enriched in cells derived from human and mouse placenta, muscle, and lymphoid tissues such as the spleen, thymus and lymph nodes, with differential expression of isoforms.";2
108;Function;"Identified in a shRNA knock down screening for conserved long noncoding RNAs that modulate the activity of nuclear factor of activated T cells (NFAT).

Knockdown of human or mouse NRON sequences in human embryonic kidney (HEK) 293 cells or mouse 3T3 and Jurkat cell lines resulted in significantly increased NFAT activity.

Knockdown of NRON increases NFAT transcription factor activity by specifically affecting NFAT nuclear trafficking. This effect is observed on the activity of multiple NFAT family members (NFATc1, NFATc2, NFATc3, and NFATc4).

Using an RNA-protein affinity purification strategy with part of NRON sequence, 11 proteins were reported to putatively bind NRON. These included: calmodulin-binding protein (IQGAP1), a nuclear transport factor (KPNB1), the structural subunit of a phosphatase (PPP2R1A), a component of the proteasome (PSMD11) and an RNA helicase (DDX3X); as well as three members of the importin-beta superfamily, factors which mediate the nucleocytoplasmic transport of cargoes such as NFAT. Direct interaction was demonstrated with importin-beta 1 (KPNB1).

In summary, having a repressive effect on NFAT signaling, NRON is proposed to regulate NFAT's subcellular localization as an RNA component of a protein complex that acts to represses NFAT activity.
It has presumed implications in immune response and developmental processes regulated by NFAT.";3
108;Conservation;"NRON contains blocks of sequence which are highly conserved back to chicken. In particular, it contains two large regions of 300 to 400 bases regions of near-perfect sequence conservation between rodents and primates.";4
110;Characteristics;"1643 nt.";1
110;Expression;"Prostate tissue-specific and prostate cancer-associated.";2
110;Function;"Over-expression leads to inhibition of apoptosis induced by doxorubicin.";3
110;Conservation;N/A;4
110;Misc;N/A;5
110;Name;"Prostate-specific transcript 1 (PCGEM1)";0
111;Characteristics;"~3.6 kb, transcribed by RNA Polymerase II; spliced (2 exons) and polyadenylated (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>).";1
111;Expression;"Elevated expression in psoriatic epidermis. Regulated by the proliferation and differentiation state of keratinocytes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>).

Expressed at different levels in various human tissues, with highest levels detected in veins (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>).

Several stress signals such as ultraviolet-B (UV-B) irradiation, viral infection (herpes simplex virus), and translational inhibition increased the RNA level of PRINS (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>), as well as HaCaT keratinocyte cell treatment with microbial agents such as bacteria peptidoglycan, lipopolysaccharide (LPS) and wall extract (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21750967"">Bari (2011)</a>). ";2
111;Function;"siRNA knock-down shows that PRINS is required for cell viability after serum starvation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>), and also alters cell morphology and gene expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20377629"">Szegedi (2010)</a>).

Elevated PRINS expression in the epidermis is suggested to contribute to psoriasis susceptibility (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>).

In keratinocytes PRINS regulates the expression of the G1P3 gene, an anti-apoptotic protein that is overexpressed in psoriasis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20377629"">Szegedi (2010)</a>), although the mechanism is unknown. ";3
111;Name;"Psoriasis susceptibility-related RNA Gene Induced by Stress (PRINS)";0
111;Misc;"PRINS RNA contains contains two Alu elements, as well as a short sequence stretch with ~70% similarity to an element in a small cytoplasmic noncoding RNA, named G8, from Tetrahymena thermophila, whose expression responds to heat shock and is involved in thermotolerance (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15855153"">Sonkoly (2005)</a>).";4
112;Characteristics;"~1 and 1.6 kb isoforms identified.";1
112;Expression;"Developmentally regulated (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16574773"">Ginger (2006)</a>). Expressed in alveolar structures of the mammary gland and induced by pregnancy and hormonal stimulation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11682629"">Ginger (2001)</a>). Also present in testis, liver and heart. Different isoforms show a tissue-specific distribution.

Isoforms localise in distinct foci predominantly in the cytoplasm or nucleus depending on stage of cell cycle (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16574773"">Ginger (2006)</a>).";2
112;Function;"siRNA knock-down experiments indicate that PINC RNA performs dual roles in cell survival and regulation of cell-cycle progression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16574773"">Ginger (2006)</a>).";3
112;Conservation;"PINC identified in rodents. Other mammals contains several conserved sequence blocks (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16574773"">Ginger (2006)</a>). However, it is unclear if a PINC homologue exists in these species, for example the syntenic human locus is antisense to the 3' of DIRC3 and no sense RNAs have been identified which contain the conserved sequence blocks.";4
113;Characteristics;"~1.6 kb transcript containing the RepA repeats (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>). Repeats are internal to Xist, near the 5' end (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11780141"">Wutz (2002)</a>). 

The RepA repeat sequence is expressed as part of full length Xist and as part of the shorter RepA transcript.

RepA repeats: 7.5 repeat units separated by spacers. Each repeat forms 2 stem loops (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11780141"">Wutz (2002)</a>).";1
113;Expression;"RepA transcript is expressed prior to the onset of X-inactivation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>).";2
113;Function;"RepA repeats are required for X-chromosome silencing but not for localisation of Xist to the X-chromosome (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11780141"">Wutz (2002)</a>).  

The repA transcript recruits polycomb repressor complex 2 (PRC2) to the inactive X chromosome, with Ezh2 serving as the RNA binding subunit (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21172659"">Zhao (2010)</a>).

Recruitment of PRC2 by the RepA transcript allows deposition of HE-K27me3 marks at the Xist locus which is needed for up-regulation of full length Xist. Suggests the RepA transcript is necessary for the initiation of X-chromosome inactivation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>).";3
113;Conservation;"Sequence at 5' of Xist containing the A repeats and from where the separate RepA transcript is expressed show conservation throughout placental mammals.";4
114;Characteristics;"1556 bases; transcribed from the opposite strand of intron 1 of the human Fas gene.";1
114;Expression;"Detected in several human tissues (such as heart, placenta, liver, muscle and pancreas, as well as kidney in lower levels). It was also detected in different cancer cell lines, including Jurkat (acute T-cell leukemia), MES-SA (uterine carcinoma) and U-937 (Histocytic Lymphoma); moderately expressed in CA46 (Burkitt’s lym- phoma), Raji (Burkitt’s lymphoma) and only slightly expressed in MG-63 (osteosarcoma).";2
114;Function;"In vitro over-expression of Saf protects cells from Fas-mediated apoptosis.

Over-expression of Saf induces alternative splicing of FAS transcripts, wherein an alternative exon overlapped by the antisense RNA is retained and non-adjacent 3' exons are skipped. This results in Fas proteins that are not able to anchor to the cell membrane, therefore regulating Fas-mediated but not TNF-alpha-mediated apoptosis.";3
114;Conservation;"Saf gene appears to be conserved among the primates and is absent in the rodents.";4
115;Characteristics;"Heterogeneous sizes, up to >1.4 kb; transcribed from tandem arrays of repetitive Satellite III (SatIII) DNA in pericentromeric heterochromatin.";1
115;Expression;"Induced by heat shock and a range of stresses, such as heavy metals treatment, UV-C, oxidative and hyper-osmotic stress.";2
115;Function;"Can nucleate the formation of nuclear stress bodies, recruiting transcription factors and RNA processing factors (HSF1, SAF-B and SF2/ASF) to these sites (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/21240286"">Shevtsov (2011)</a>).";3
115;Conservation;N/A;4
115;Misc;"Genebank accessions for various RNAs: AY845690 - AY845709 ";5
116;Characteristics;"~1.5kb spliced transcript. Antisense to the KLHL1 gene (homolog of the Drosophila KELCH gene) in a bidirectional transcriptional orientation (overlapping in the first exon).";1
116;Expression;N/A;2
116;Function;"Ectopic expression in Drosophila induces late-onset, progressive neurodegeneration in the retina.

Predicted gene product underpinning the triplet repeat expansion-induced neurodegenerative disease Spinocerebellar Ataxia 8.

Associates with the RNA binding protein staufen.";3
116;Conservation;"KLHL1AS promoter is conserved between human and mouse. However, the mouse gene is not spliced.";4
116;Name;"Spinocerebellar ataxia 8 (SCA8) RNA
KLHL1AS: kelch-like 1 (Drosophila) antisense
ATXN8OS: ataxin 8 opposite strand";0
117;Function;"Forms ribonucleoprotein complexes with a number of nuclear receptors (including many steroid hormone receptors) generally acting to stimulate transcriptional activation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10199399"">Lanz (1999)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a>).

Interacts either directly or through a complex with a number of other co-activator and repressor proteins, such as SRC-1, Sharp, SLIRP and p68 and p72 RNA helicases. SRA has been suggested to act as a scaffold for these complexes (reviewed in <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a>).

Transgenic expression of SRA in vivo caused hyperplasia and morphological abnormalities in steroid hormone responsive tissues. Hyperplasia was accompanied by higher apoptosis however and expression of SRA did not lead to tumourigenesis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/14517287"">Lanz (2003)</a>).

Associated with cardiomyopathy in humans, a role in heart development was validated in zebrafish but it's unclear if SRAP or SRA or both is responsible (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19064678"">Friedrichs (2009)</a>).

SRA activity is regulated by pseudouridylation (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15327771"">Zhao (2004)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17170069"">Zhao (2007)</a>).";3
117;Conservation;"SRA ncRNA conserved in mammals (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a>).

SRAP Protein is conserved in chordata (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15147866"">Chooniedass-Kothari (2004)</a>).";4
117;Name;"Steroid receptor RNA Activator";1
117;Characteristics;"Bifunctional gene, active as an RNA and encodes a conserved protein SRAP (reviewed in <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a>).

SRA has a large number of isoforms, most of which share a central core region. Only some isoforms are also able to encode the SRAP protein, and differential splicing may be one mechanism of generating coding and noncoding isoforms of SRA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16848684"">Hube (2006)</a>) (reviewed in <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a>).

A number of functional motifs, with predicted secondary structures, are required for SRA RNA function (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12444263"">Lanz (2002)</a>). ";1
117;Expression;"Expressed in a wide range of tissues, some isoforms appear to have tissue specific expression (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/10199399"">Lanz (1999)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14517287"">Lanz (2003)</a>).

Up-regulated in tumours of steroid hormone responsive tissues ie: breast, uterus and ovary compared to matched normal tissue (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/11103781"">Murphy (2000)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14517287"">Lanz (2003)</a>).

Found in the nucleus and the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/14517287"">Lanz (2003)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17170069"">Zhao (2007)</a>).";2
117;Misc;"Some isoforms of SRA encode a conserved protein product SRAP, which is also expressed in normal tissues and breast cancer (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12565891"">Emberley (2003)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15147866"">Chooniedass-Kothari (2004)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16152589"">Chooniedass-Kothari (2006)</a>).

Studies show SRAP can also regulate the activity of nuclear receptors and bind to promoter regions regulated by nuclear receptors, suggesting functional similarities between SRA RNA and SRAP (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20398657"">Chooniedass-Kothari (2010)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20153324"">Chooniedass-Kothari (2010)</a>).

<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17710122"">Leygue (2007)</a> provides a useful review of the literature.";5
118;Characteristics;"Heterogeneous sizes (between 100 nt and 9 kb); transcribed from telomeric C-rich strand (RNAs contain UUAGGG repeats) from telomeres, initiating in subtelomeric regions.

Transcribed by RNA polymerase II. Polyadenylated. (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17916692"">Azzalin (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18157120"">Schoeftner (2008)</a>)";1
118;Expression;"TERRA expression is regulated by several mechanisms, especially telomere length. Measured RNA stability indicates a half-life of approximately 2.2 h (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18157120"">Schoeftner (2008)</a>).

Nuclear-restricted. Detected in different human and rodent cell lines. Levels vary according to developmental stage, cellular stress, tumour differentiation and chromatin structure: very low levels in mouse embryos between days 11.5 and 15.5 of embryonic gestation; higher levels in all adult tissues tested, with highest levels in thymus, kidney and spleen and other tissues with low or no telomerase activity; low levels in cancer cells. (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17916692"">Azzalin (2007)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/18157120"">Schoeftner (2008)</a>)";2
118;Function;"TERRA RNAs remain associated to telomeric chromatin, making them potential components of mammalian telomeres, and proposed involvement in shortening of telomeres.

Telomere length correlates with TERRA levels in immortal cell lines.

TERRA siRNA knock-down caused an increase in telomere dysfunction-induced foci, aberrations in metaphase telomeres, and a loss of histone H3 trimethyl K9 and origin recognition complex (ORC) binding at telomere repeat DNA.

SMG proteins (effectors of nonsense-mediated decay) are enriched at telomeres in vivo and negatively regulate TERRA association with chromatin, protecting chromosome ends from telomere loss (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17916692"">Azzalin (2007)</a>).

TERRA transcripts inhibit telomerase activity in vitro, therefore suggested to negatively regulate telomere length. Consistent with this hypothesis, TERRA knock-down causes a loss of telomeric DNA repeats.

TERRA transcripts have recently been detected associated with heterochromatin marks typical of telemores (histone H3 trimethyl K9) as well as with different telomere proteins, including telomere repeat factors 1 and 2 (TRF1 and TRF2), subunits of the ORC, heterochromatin protein 1 (HP1), and members of the DNA-damage-sensing pathway. In particular, TERRA can interact directly with the TRF2 amino-terminal GAR domain and ORC1 to form a stable ternary complex, and ORC1 binding to TRF2 is RNase A sensitive (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19716786"">Deng (2009)</a>).

Different lines of evidence indicate that TERRA transcripts form a parallel G-quadruplex structure localized to telomere DNA at cell nuclei, and may form an intermolecular G-quadruplex with DNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18776307"">Xu (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20679250"">Xu (2010)</a>).";3
118;Conservation;"TERRA RNAs have been described in different vertebrates (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18157120"">Schoeftner (2008)</a>) and yeast (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19026778"">Luke (2008)</a>), and more recently in Arabidopsis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20548962"">Vrbsky (2010)</a>).";4
118;Misc;"Telomeric repeat-containing transcripts have been described in Arabidopsis. A portion of these TERRA transcripts are processed into small interfering RNAs, which contribute to the maintenance of telomeric chromatin through promoting methylation of asymmetric cytosines in telomeric (CCCTAAA)(n) repeats. This process relies on the RNA-dependent DNA methylation pathway  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20548962"">Vrbsky (2010)</a>).";5
118;Names;"TERRA: telomeric repeat-containing RNAs

TelRNAs: Telomeric RNAs ";0
119;Characteristics;"~40 kb; antisense to Xist noncoding RNA gene. (*Annotation in progress)";1
119;Expression;N/A;2
119;Function;"Epigenetically silences Xist expression by inhibiting RepA recruitment of polycomb complexes to maintain the active X chromosome in females (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>).

Interacts with PRC2 complex (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18974356"">Zhao (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22659877"">Guil (2012)</a>).";3
119;Conservation;N/A;4
119;Misc;N/A;5
120;Characteristics;"Multiple Tug1 isoforms, with a main 6.7kb transcript in mouse. Spliced (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).";1
120;Expression;"Expressed in the developing retina and brain (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).

Expressed in adult tissues with highest expression in cortex (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>). 

Expression levels are elevated in the caudate nucleus of patients suffering from the trinucleotide repeat neurodegenerative condition, Huntington's disease (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22202438"">Johnson (2012)</a>).

Localises to both the nucleus and cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19571010"">Khalil (2009)</a>). 

Transcript was classified as unstable with a half-life >4 hr in human Hela cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/22369889"">Tani (2012)</a>). Similar results were found in human B cells and mouse 3T3 cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19561200"">Friedel (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22406755"">Clark (2012)</a>).";2
120;Function;"Required for the proper formation of photoreceptors in the developing rodent retina (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).

Downregulation in developing retina leads to decreased retinal transcription factor expression and increased apoptosis (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15797018"">Young (2005)</a>).

TUG1 expression appears to be activated by p53 upon DNA damage, (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19182780"">Guttman (2009)</a>) with many p53 binding sites in the Tug1 promoter (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19571010"">Khalil (2009)</a>). Tug1 associates with PRC2 (polycomb repressive complex 2) and represses a number of cell cycle genes (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19571010"">Khalil (2009)</a>).";3
